id,date,lon,lat,depth,type,level,loc,incident,city,province
2605,2018-11-25 20:23:34,81.5,44.68,21,Ms,4.6,新疆博乐,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2606,2018-11-24 04:41:10,84.67,42.39,23,ML,3.8,新疆和静,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2607,2018-11-23 21:08:03,90.18,32.95,8,ML,3.7,西藏安多,天然地震,那曲市,西藏自治区
2608,2018-11-22 16:48:48,89.42,33.64,10,Ms,3.9,西藏双湖,天然地震,那曲市,西藏自治区
2609,2018-11-22 11:08:25,83.67,41.22,9,ML,3.1,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2610,2018-11-21 21:02:46,81.57,41.71,6,ML,3.7,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2611,2018-11-21 14:53:34,78.73,40.34,14,ML,3.7,新疆柯坪,天然地震,阿克苏地区,新疆维吾尔自治区
2612,2018-11-21 05:44:48,84.02,33.95,6,Ms,4.2,西藏改则,天然地震,阿里地区,西藏自治区
2613,2018-11-20 19:55:52,90.13,32.68,5,ML,3.6,西藏双湖,天然地震,那曲市,西藏自治区
2614,2018-11-20 19:41:52,73.98,39.19,10,ML,3.2,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2615,2018-11-20 06:01:11,102.09,27.7,18,ML,3.3,四川西昌,天然地震,凉山彝族自治州,四川省
2616,2018-11-20 00:31:32,121.91,24.47,10,ML,3.5,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2617,2018-11-19 22:40:14,122.02,24.31,21,Ms,4.1,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2618,2018-11-19 14:18:59,122.48,23.98,7,Ms,4.3,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2619,2018-11-19 11:17:31,122.39,42.93,20,ML,3.1,内蒙古科尔沁左翼后旗,天然地震,通辽市,内蒙古自治区
2620,2018-11-19 00:48:33,81.57,41.77,8,ML,3.2,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2621,2018-11-18 21:40:38,82.54,36.02,8,ML,3.0,新疆于田,天然地震,和田地区,新疆维吾尔自治区
2622,2018-11-16 15:01:23,89.54,35.69,8,Ms,4.4,西藏安多,天然地震,那曲市,西藏自治区
2623,2018-11-16 10:01:34,121.97,24.78,43,ML,3.2,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2624,2018-11-16 08:34:18,122.67,24.39,70,Ms,4.1,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2625,2018-11-16 01:59:05,81.18,35.28,6,ML,3.1,西藏日土,天然地震,阿里地区,西藏自治区
2626,2018-11-15 02:47:18,94.35,43.94,11,Ms,4.1,新疆伊吾,天然地震,哈密市,新疆维吾尔自治区
2627,2018-11-15 01:10:48,84.08,34.08,10,Ms,4.2,西藏改则,天然地震,阿里地区,西藏自治区
2628,2018-11-13 19:17:35,87.28,43.21,18,ML,3.7,新疆乌鲁木齐,天然地震,乌鲁木齐市,新疆维吾尔自治区
2629,2018-11-12 10:26:42,104.92,28.24,8,ML,3.1,四川兴文,天然地震,宜宾市,四川省
2630,2018-11-10 10:27:14,86.41,43.82,17,ML,3.5,新疆呼图壁,天然地震,昌吉回族自治州,新疆维吾尔自治区
2631,2018-11-10 06:27:07,83.46,34.33,8,Ms,3.7,西藏改则,天然地震,阿里地区,西藏自治区
2632,2018-11-09 21:01:03,74.64,39.03,16,ML,3.0,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2633,2018-11-09 05:28:06,122.64,24.05,16,ML,3.3,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2634,2018-11-08 08:54:16,83.07,34.41,7,Ms,3.0,西藏改则,天然地震,阿里地区,西藏自治区
2635,2018-11-08 05:05:11,122.55,22.82,30,Ms,4.6,台湾台东海域,天然地震,[],[]
2636,2018-11-08 01:27:49,82.51,44.15,15,ML,3.7,新疆尼勒克,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2637,2018-11-07 10:33:59,87.67,29.98,14,Ms,3.9,西藏谢通门,天然地震,日喀则市,西藏自治区
2638,2018-11-06 13:43:43,90.32,32.81,10,Ms,4.3,西藏安多,天然地震,那曲市,西藏自治区
2639,2018-11-06 00:24:59,110.08,20.77,19,ML,3.2,广东雷州,天然地震,湛江市,广东省
2640,2018-11-04 22:20:44,89.27,33.42,6,Ms,4.2,西藏双湖,天然地震,那曲市,西藏自治区
2641,2018-11-04 16:10:28,86.07,43.65,21,ML,3.7,新疆玛纳斯,天然地震,昌吉回族自治州,新疆维吾尔自治区
2642,2018-11-04 05:36:20,77.61,40.22,22,Ms,5.1,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2643,2018-11-04 01:20:53,77.62,40.24,15,ML,3.3,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2644,2018-11-03 06:35:09,84.01,34.16,8,Ms,4.5,西藏改则,天然地震,阿里地区,西藏自治区
2645,2018-11-02 00:06:32,127.27,42.24,10,ML,3.2,吉林抚松,天然地震,白山市,吉林省
2646,2018-11-01 07:09:01,87.72,30.32,5,Ms,4.7,西藏谢通门,天然地震,日喀则市,西藏自治区
2647,2018-10-31 22:46:36,85.68,42.46,12,ML,3.1,新疆和静,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2648,2018-10-31 16:29:56,102.09,27.62,20,Ms,5.1,四川西昌,天然地震,凉山彝族自治州,四川省
2649,2018-10-31 09:49:28,87.67,30.31,6,Ms,4.4,西藏谢通门,天然地震,日喀则市,西藏自治区
2650,2018-10-31 09:08:40,87.67,35.61,8,Ms,4.0,西藏双湖,天然地震,那曲市,西藏自治区
2651,2018-10-30 13:08:57,114.66,37.21,19,ML,3.1,河北隆尧,天然地震,邢台市,河北省
2652,2018-10-30 10:34:42,123.29,24.37,42,Ms,4.5,台湾东部海域,天然地震,[],[]
2653,2018-10-30 10:22:18,75.16,39.41,15,Ms,4.7,新疆乌恰,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2654,2018-10-30 05:00:04,103.52,28.09,11,ML,3.3,云南永善,天然地震,昭通市,云南省
2655,2018-10-29 22:19:11,93.47,31.92,6,ML,3.3,西藏比如,天然地震,那曲市,西藏自治区
2656,2018-10-24 17:58:46,105.44,28.92,5,ML,3.2,四川泸州,天然地震,泸州市,四川省
2657,2018-10-24 17:58:29,78.67,40.92,11,ML,3.2,新疆阿合奇,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2658,2018-10-24 01:31:17,78.69,40.88,11,Ms,4.4,新疆阿合奇,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2659,2018-10-24 00:04:04,122.6,24.08,30,Ms,5.9,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2660,2018-10-23 12:34:56,122.65,24.05,30,Ms,6.0,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2661,2018-10-23 05:37:24,82.54,44.19,7,Ms,4.2,新疆精河,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2662,2018-10-23 00:49:34,87.72,30.35,9,Ms,4.7,西藏谢通门,天然地震,那曲市,西藏自治区
2663,2018-10-22 23:10:04,87.73,30.33,8,Ms,3.6,西藏谢通门,天然地震,日喀则市,西藏自治区
2664,2018-10-22 18:44:08,83.91,34.13,5,Ms,3.7,西藏改则,天然地震,阿里地区,西藏自治区
2665,2018-10-22 18:08:30,83.92,34.11,6,Ms,4.0,西藏改则,天然地震,阿里地区,西藏自治区
2666,2018-10-22 00:04:56,82.32,41.88,15,ML,3.2,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2667,2018-10-21 23:11:14,82.26,41.87,18,ML,3.1,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2668,2018-10-21 16:42:03,82.29,41.86,19,Ms,4.1,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2669,2018-10-21 13:21:34,82.95,43.98,19,ML,3.3,新疆尼勒克,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2670,2018-10-21 09:22:42,90.76,43.09,16,ML,3.6,新疆鄯善,天然地震,吐鲁番市,新疆维吾尔自治区
2671,2018-10-21 07:10:41,121.34,24.14,22,ML,3.0,台湾花莲,天然地震,台湾省,台湾省
2672,2018-10-20 19:56:18,125.05,22.56,10,Ms,4.0,台湾东南以远地区,天然地震,[],[]
2673,2018-10-20 18:47:43,82.27,41.87,25,Ms,4.4,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2674,2018-10-20 17:17:07,82.26,41.85,20,ML,3.2,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2675,2018-10-20 11:53:17,89.48,38.88,7,ML,3.4,新疆若羌,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2676,2018-10-19 17:47:56,90.35,46.2,9,ML,3.0,新疆青河,天然地震,阿勒泰地区,新疆维吾尔自治区
2677,2018-10-18 15:51:58,89.23,33.52,5,Ms,4.8,西藏双湖,天然地震,那曲市,西藏自治区
2678,2018-10-18 04:08:48,95.3,39.47,2,ML,3.5,甘肃肃北,天然地震,酒泉市,甘肃省
2679,2018-10-17 23:34:01,90.23,32.94,6,Ms,3.5,西藏双湖,天然地震,那曲市,西藏自治区
2680,2018-10-17 13:29:19,102.25,25.89,10,Ms,4.6,云南武定,天然地震,楚雄彝族自治州,云南省
2681,2018-10-17 13:16:40,89.34,33.41,8,Ms,4.1,西藏双湖,天然地震,那曲市,西藏自治区
2682,2018-10-17 00:03:29,89.45,38.87,11,ML,3.1,新疆若羌,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2683,2018-10-16 22:33:20,89.47,33.24,8,Ms,3.1,西藏双湖,天然地震,那曲市,西藏自治区
2684,2018-10-16 19:05:49,90.27,32.89,6,Ms,3.9,西藏安多,天然地震,那曲市,西藏自治区
2685,2018-10-16 10:17:06,82.52,44.17,7,ML,3.0,新疆精河,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2686,2018-10-16 10:10:12,82.53,44.19,10,Ms,5.4,新疆精河,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2687,2018-10-15 22:12:57,75.72,38.38,140,ML,3.2,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2688,2018-10-11 17:10:03,110.46,31.02,10,Ms,4.0,湖北秭归,天然地震,宜昌市,湖北省
2689,2018-10-11 15:06:30,110.47,31.03,7,Ms,4.5,湖北秭归,天然地震,宜昌市,湖北省
2690,2018-10-11 14:53:51,80.15,36.62,8,ML,3.6,新疆和田,天然地震,和田地区,新疆维吾尔自治区
2691,2018-10-10 17:43:11,122.11,24.89,7,Ms,4.6,台湾新北海域,天然地震,中华人民共和国,中华人民共和国
2692,2018-10-10 07:30:36,79.61,40.6,8,ML,3.2,新疆柯坪,天然地震,阿克苏地区,新疆维吾尔自治区
2693,2018-10-09 06:55:16,83.46,40.87,21,ML,4.1,新疆沙雅,天然地震,阿克苏地区,新疆维吾尔自治区
2694,2018-10-08 22:47:56,74.79,39.51,6,Ms,4.3,新疆乌恰,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2695,2018-10-08 22:01:28,101.59,23.39,14,ML,3.1,云南墨江,天然地震,普洱市,云南省
2696,2018-10-07 19:15:40,87.26,43.24,10,Ms,4.1,新疆乌鲁木齐,天然地震,乌鲁木齐市,新疆维吾尔自治区
2697,2018-10-07 05:46:23,89.04,33.59,8,Ms,4.2,西藏双湖,天然地震,那曲市,西藏自治区
2698,2018-10-07 04:04:48,84.99,36.84,11,ML,3.7,新疆且末,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2699,2018-10-06 23:35:20,89.44,35.61,9,Ms,4.3,西藏安多,天然地震,那曲市,西藏自治区
2700,2018-10-04 14:17:29,120.48,22.16,36,ML,3.3,台湾屏东海域,天然地震,中华人民共和国,中华人民共和国
2701,2018-10-02 18:28:13,83.94,34.19,7,Ms,3.7,西藏改则,天然地震,阿里地区,西藏自治区
2702,2018-10-01 13:09:08,111.54,29.17,5,ML,3.2,湖南桃源,天然地震,常德市,湖南省
2703,2018-09-30 11:53:29,83.6,41.31,6,ML,3.2,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2704,2018-09-29 08:48:43,78.07,40.16,26,ML,3.3,新疆柯坪,天然地震,阿克苏地区,新疆维吾尔自治区
2705,2018-09-28 05:13:20,80.7,34.32,16,Ms,5.1,西藏日土,天然地震,阿里地区,西藏自治区
2706,2018-09-26 18:32:48,104.63,26.24,10,Ms,3.1,贵州水城,天然地震,六盘水市,贵州省
2707,2018-09-26 15:50:47,83.51,44.25,22,Ms,4.2,新疆乌苏,天然地震,塔城地区,新疆维吾尔自治区
2708,2018-09-26 01:15:39,104.54,29.47,15,ML,3.1,四川威远,天然地震,内江市,四川省
2709,2018-09-25 20:16:56,113.79,20.24,16,ML,3.5,南海,天然地震,中华人民共和国,中华人民共和国
2710,2018-09-23 23:43:28,101.34,27.91,16,ML,3.1,四川木里,天然地震,凉山彝族自治州,四川省
2711,2018-09-21 09:51:58,104.52,29.48,10,ML,3.3,四川荣县,天然地震,自贡市,四川省
2712,2018-09-20 13:24:05,76.95,39.67,13,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2713,2018-09-19 11:50:16,82.54,43.28,20,ML,3.3,新疆巩留,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2714,2018-09-18 18:00:12,87.66,39.55,6,ML,3.2,新疆若羌,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2715,2018-09-18 04:08:16,120.99,23.91,22,Ms,4.0,台湾南投,天然地震,台湾省,台湾省
2716,2018-09-14 15:13:21,92.34,34.91,8,ML,3.2,青海治多,天然地震,玉树藏族自治州,青海省
2717,2018-09-13 23:05:15,113.79,20.23,17,ML,3.3,南海,天然地震,中华人民共和国,中华人民共和国
2718,2018-09-12 19:06:34,105.67,32.75,11,Ms,5.3,陕西宁强,天然地震,汉中市,陕西省
2719,2018-09-12 07:45:10,76.34,36.43,21,ML,3.6,新疆塔什库尔干,天然地震,喀什地区,新疆维吾尔自治区
2720,2018-09-12 05:20:14,122.2,24.11,20,ML,3.2,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2721,2018-09-11 12:43:26,121.54,23.83,8,Ms,4.0,台湾花莲,天然地震,台湾省,台湾省
2722,2018-09-09 21:16:35,121.59,23.96,35,ML,3.4,台湾花莲,天然地震,台湾省,台湾省
2723,2018-09-09 17:38:28,80.94,44.88,18,ML,3.1,新疆温泉,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2724,2018-09-09 07:49:45,95.2,37.42,9,ML,3.4,青海大柴旦,天然地震,海西蒙古族藏族自治州,青海省
2725,2018-09-09 06:24:49,83.46,40.87,20,Ms,4.1,新疆沙雅,天然地震,阿克苏地区,新疆维吾尔自治区
2726,2018-09-09 01:45:39,83.11,46.89,15,ML,3.8,新疆塔城,天然地震,塔城地区,新疆维吾尔自治区
2727,2018-09-08 14:50:39,121.79,24.32,25,ML,3.3,台湾宜兰海域,天然地震,台湾省,台湾省
2728,2018-09-08 10:35:58,101.55,23.26,8,ML,4.1,云南墨江,天然地震,普洱市,云南省
2729,2018-09-08 10:32:07,101.54,23.28,11,ML,3.7,云南墨江,天然地震,普洱市,云南省
2730,2018-09-08 10:31:29,101.53,23.26,17,Ms,5.9,云南墨江,天然地震,普洱市,云南省
2731,2018-09-07 13:43:00,102.29,22.51,5,ML,3.0,云南江城,天然地震,普洱市,云南省
2732,2018-09-07 09:01:23,77.03,39.49,6,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2733,2018-09-07 04:06:42,77.08,39.48,6,ML,3.1,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2734,2018-09-07 02:47:12,100.06,22.26,13,ML,3.1,云南澜沧,天然地震,普洱市,云南省
2735,2018-09-07 02:42:45,77.03,39.46,9,ML,3.3,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2736,2018-09-05 11:15:21,77.05,39.54,16,ML,3.7,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2737,2018-09-05 02:44:08,77.01,39.48,17,ML,3.6,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2738,2018-09-05 01:52:50,77.03,39.55,20,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2739,2018-09-04 21:57:57,76.99,39.5,19,ML,3.4,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2740,2018-09-04 21:11:44,77.02,39.55,19,ML,3.2,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2741,2018-09-04 15:11:54,76.95,39.53,20,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2742,2018-09-04 11:26:17,76.99,39.52,20,ML,3.1,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2743,2018-09-04 10:51:24,76.93,39.45,18,Ms,4.4,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2744,2018-09-04 08:25:24,77.06,39.47,9,ML,3.8,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2745,2018-09-04 07:29:13,77.04,39.4,5,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2746,2018-09-04 07:20:38,77.06,39.49,6,ML,3.2,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2747,2018-09-04 06:52:58,77.0,39.53,9,ML,3.3,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2748,2018-09-04 06:48:26,76.96,39.56,19,ML,3.3,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2749,2018-09-04 06:24:28,77.05,39.52,8,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2750,2018-09-04 05:52:56,76.98,39.51,8,Ms,5.5,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2751,2018-09-04 05:51:44,77.05,39.43,8,Ms,4.9,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2752,2018-09-01 16:11:51,83.78,34.18,7,Ms,3.6,西藏改则,天然地震,阿里地区,西藏自治区
2753,2018-08-31 13:46:58,82.29,43.39,6,ML,3.3,新疆巩留,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2754,2018-08-30 07:32:09,84.03,34.01,5,Ms,4.0,西藏改则,天然地震,阿里地区,西藏自治区
2755,2018-08-29 22:01:15,83.99,34.02,7,Ms,4.1,西藏改则,天然地震,阿里地区,西藏自治区
2756,2018-08-29 15:59:48,77.53,39.98,36,ML,3.0,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2757,2018-08-29 04:46:42,101.43,27.93,13,ML,3.6,四川木里,天然地震,凉山彝族自治州,四川省
2758,2018-08-28 13:56:06,100.99,23.06,16,ML,3.1,云南宁洱,天然地震,普洱市,云南省
2759,2018-08-27 19:20:57,83.24,43.57,19,ML,3.0,新疆新源,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2760,2018-08-26 15:29:41,102.24,37.7,6,ML,3.6,甘肃天祝,天然地震,武威市,甘肃省
2761,2018-08-25 17:52:49,75.25,39.61,21,ML,3.3,新疆乌恰,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2762,2018-08-25 11:18:35,80.88,44.99,23,Ms,4.0,新疆温泉,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2763,2018-08-23 04:30:16,121.59,22.9,15,ML,3.2,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2764,2018-08-22 16:01:42,73.91,39.2,7,ML,3.6,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2765,2018-08-22 16:00:21,74.04,39.2,8,ML,3.8,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2766,2018-08-19 16:18:21,88.75,33.27,8,Ms,4.4,西藏双湖,天然地震,那曲市,西藏自治区
2767,2018-08-18 08:24:37,86.33,43.9,7,ML,3.0,新疆呼图壁,天然地震,昌吉回族自治州,新疆维吾尔自治区
2768,2018-08-18 08:15:16,120.99,24.08,8,Ms,4.9,台湾南投,天然地震,台湾省,台湾省
2769,2018-08-18 07:43:26,86.37,43.83,8,Ms,4.6,新疆呼图壁,天然地震,昌吉回族自治州,新疆维吾尔自治区
2770,2018-08-18 01:36:38,103.98,27.4,10,Ms,4.1,贵州威宁,天然地震,毕节市,贵州省
2771,2018-08-17 18:09:41,121.02,24.07,7,Ms,4.6,台湾南投,天然地震,台湾省,台湾省
2772,2018-08-15 21:28:10,103.95,27.37,5,Ms,4.3,贵州威宁,天然地震,毕节市,贵州省
2773,2018-08-14 11:10:58,97.15,32.72,8,ML,3.1,青海玉树市,天然地震,玉树藏族自治州,青海省
2774,2018-08-14 03:50:36,102.73,24.19,6,Ms,5.0,云南通海,天然地震,玉溪市,云南省
2775,2018-08-13 09:31:40,113.39,19.8,25,ML,3.8,南海,天然地震,中华人民共和国,中华人民共和国
2776,2018-08-13 01:49:23,102.73,24.18,8,ML,3.5,云南通海,天然地震,玉溪市,云南省
2777,2018-08-13 01:48:17,102.73,24.19,10,ML,3.1,云南通海,天然地震,玉溪市,云南省
2778,2018-08-13 01:44:24,102.72,24.18,14,Ms,5.1,云南通海,天然地震,玉溪市,云南省
2779,2018-08-12 02:00:22,124.7,45.23,8,ML,3.2,吉林松原,天然地震,松原市,吉林省
2780,2018-08-11 14:11:32,103.29,28.62,14,Ms,4.1,四川马边,天然地震,乐山市,四川省
2781,2018-08-11 01:17:29,103.9,27.19,10,ML,3.1,贵州威宁,天然地震,毕节市,贵州省
2782,2018-08-10 20:54:49,97.77,39.73,14,ML,3.5,甘肃玉门,天然地震,酒泉市,甘肃省
2783,2018-08-10 17:09:52,104.85,28.12,5,ML,3.0,四川珙县,天然地震,宜宾市,四川省
2784,2018-08-09 16:01:30,119.97,21.0,5,Ms,4.8,台湾屏东海域,天然地震,中华人民共和国,中华人民共和国
2785,2018-08-09 04:19:28,74.05,39.12,5,ML,3.5,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2786,2018-08-08 05:29:50,95.08,31.05,5,ML,3.3,西藏边坝,天然地震,昌都市,西藏自治区
2787,2018-08-06 07:42:28,123.42,24.97,10,Ms,4.0,台湾新北东部海域,天然地震,中华人民共和国,中华人民共和国
2788,2018-08-06 05:30:23,122.4,24.67,7,ML,3.0,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2789,2018-08-05 16:21:55,118.46,39.77,5,ML,3.3,河北唐山,天然地震,唐山市,河北省
2790,2018-08-04 22:56:43,101.35,27.92,14,ML,3.5,四川木里,天然地震,凉山彝族自治州,四川省
2791,2018-08-04 21:46:30,77.68,40.29,22,ML,3.1,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2792,2018-08-04 12:04:10,81.11,35.19,10,Ms,5.3,西藏日土,天然地震,阿里地区,西藏自治区
2793,2018-08-04 03:41:18,104.62,40.1,10,ML,3.4,内蒙古阿拉善左旗,天然地震,阿拉善盟,内蒙古自治区
2794,2018-08-03 09:34:20,92.29,34.84,10,Ms,5.3,青海治多,天然地震,玉树藏族自治州,青海省
2795,2018-08-03 05:18:00,89.57,47.56,5,ML,3.9,新疆富蕴,天然地震,阿勒泰地区,新疆维吾尔自治区
2796,2018-08-02 21:38:18,120.63,23.68,10,Ms,4.3,台湾云林,天然地震,台湾省,台湾省
2797,2018-08-01 23:46:23,87.64,30.3,9,Ms,4.9,西藏谢通门,天然地震,日喀则市,西藏自治区
2798,2018-08-01 23:45:30,87.68,30.31,7,ML,3.3,西藏谢通门,天然地震,日喀则市,西藏自治区
2799,2018-08-01 17:38:01,105.75,25.47,6,ML,3.1,贵州贞丰,天然地震,黔西南布依族苗族自治州,贵州省
2800,2018-07-31 05:37:59,121.47,21.13,88,ML,3.2,台湾屏东海域,天然地震,中华人民共和国,中华人民共和国
2801,2018-07-30 17:10:54,109.68,18.72,14,ML,3.1,海南保亭,天然地震,海南省,海南省
2802,2018-07-30 15:18:48,83.49,40.81,8,ML,3.4,新疆沙雅,天然地震,阿克苏地区,新疆维吾尔自治区
2803,2018-07-23 17:26:29,123.75,32.34,15,ML,3.0,黄海,天然地震,中华人民共和国,中华人民共和国
2804,2018-07-23 07:02:04,104.55,29.55,14,Ms,4.2,四川威远,天然地震,内江市,四川省
2805,2018-07-23 06:43:49,104.53,29.55,14,ML,3.4,四川威远,天然地震,内江市,四川省
2806,2018-07-23 04:23:07,77.19,40.14,7,ML,3.4,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2807,2018-07-22 08:44:13,102.34,33.11,22,ML,3.4,四川阿坝,天然地震,阿坝藏族羌族自治州,四川省
2808,2018-07-21 08:40:34,81.11,35.03,10,Ms,4.8,西藏日土,天然地震,阿里地区,西藏自治区
2809,2018-07-18 17:33:23,94.6,37.48,9,ML,3.3,青海大柴旦,天然地震,海西蒙古族藏族自治州,青海省
2810,2018-07-14 02:38:38,121.27,22.95,5,Ms,4.7,台湾台东,天然地震,台湾省,台湾省
2811,2018-07-14 00:47:16,120.71,23.61,19,ML,3.1,台湾云林,天然地震,台湾省,台湾省
2812,2018-07-13 09:21:37,106.1,36.23,8,ML,3.5,宁夏固原,天然地震,固原市,宁夏回族自治区
2813,2018-07-12 01:41:22,117.21,26.32,10,ML,3.3,福建明溪,天然地震,三明市,福建省
2814,2018-07-11 20:41:55,120.5,22.9,80,Ms,4.1,台湾高雄,天然地震,台湾省,台湾省
2815,2018-07-11 17:26:34,83.74,41.28,13,ML,3.2,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2816,2018-07-10 21:58:21,120.86,23.09,4,Ms,4.2,台湾高雄,天然地震,台湾省,台湾省
2817,2018-07-10 21:23:57,86.35,43.75,11,ML,3.2,新疆呼图壁,天然地震,昌吉回族自治州,新疆维吾尔自治区
2818,2018-07-10 08:35:41,115.45,32.18,8,ML,3.5,河南固始,天然地震,信阳市,河南省
2819,2018-07-10 08:17:53,80.5,43.01,11,ML,3.2,新疆昭苏,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2820,2018-07-07 11:14:27,83.81,31.78,6,ML,3.4,西藏改则,天然地震,阿里地区,西藏自治区
2821,2018-07-06 13:19:45,103.29,30.36,20,ML,3.5,四川邛崃,天然地震,成都市,四川省
2822,2018-07-06 09:36:38,85.68,43.75,24,ML,3.2,新疆沙湾,天然地震,塔城地区,新疆维吾尔自治区
2823,2018-07-06 04:45:22,121.86,32.82,14,ML,3.3,黄海,天然地震,中华人民共和国,中华人民共和国
2824,2018-07-04 04:10:16,121.26,22.99,9,Ms,4.3,台湾台东,天然地震,台湾省,台湾省
2825,2018-07-03 17:20:54,120.93,23.13,6,Ms,4.8,台湾台东,天然地震,台湾省,台湾省
2826,2018-07-02 15:26:10,120.45,23.47,13,Ms,4.4,台湾嘉义,天然地震,台湾省,台湾省
2827,2018-07-02 11:24:40,96.98,30.32,5,ML,3.1,西藏八宿,天然地震,昌都市,西藏自治区
2828,2018-07-02 09:55:10,117.62,29.59,8,ML,3.6,江西浮梁,天然地震,景德镇市,江西省
2829,2018-06-29 22:51:29,97.84,25.15,7,ML,3.5,云南盈江,天然地震,德宏傣族景颇族自治州,云南省
2830,2018-06-29 08:42:20,104.65,32.13,18,Ms,4.2,四川平武,天然地震,绵阳市,四川省
